timestamp, name, utilization.gpu [%], memory.used [MiB], memory.total [MiB], pcie.link.width.current
2026/03/29 16:31:34.182, NVIDIA GeForce RTX 5070 Laptop GPU, 1 %, 1856 MiB, 8151 MiB, 8
