timestamp, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB], power.draw [W], temperature.gpu, pcie.link.width.current
2026/03/29 16:31:48.456, NVIDIA GeForce RTX 5070 Laptop GPU, 2 %, 15 %, 1806 MiB, 8151 MiB, 8.07 W, 45, 8
